Date,Price,P/E,Dividend Yield
21-10-2011,5049.95,17.99,1.49
24-10-2011,5098.35,18.1,1.48
25-10-2011,5191.6,18.39,1.45
26-10-2011,5201.8,18.43,1.45
28-10-2011,5360.7,19.03,1.41
31-10-2011,5326.6,18.9,1.42
01-11-2011,5257.95,19.04,1.43
02-11-2011,5258.45,19.04,1.43
03-11-2011,5265.75,19.06,1.43
04-11-2011,5284.2,19.21,1.43
08-11-2011,5289.35,19.11,1.43
09-11-2011,5221.05,18.78,1.44
11-11-2011,5168.85,18.61,1.46
14-11-2011,5148.35,18.59,1.47
15-11-2011,5068.5,18.35,1.49
16-11-2011,5030.45,18.21,1.5
17-11-2011,4934.75,17.87,1.53
18-11-2011,4905.8,17.76,1.54
21-11-2011,4778.35,17.3,1.58
22-11-2011,4812.35,17.42,1.57
23-11-2011,4706.45,17.04,1.6
24-11-2011,4756.45,17.22,1.59
25-11-2011,4710.05,17.05,1.6
28-11-2011,4851.3,17.56,1.55
29-11-2011,4805.1,17.4,1.57
30-11-2011,4832.05,17.49,1.56
01-12-2011,4936.85,17.87,1.53
02-12-2011,5050.15,18.28,1.49
05-12-2011,5039.15,18.24,1.5
07-12-2011,5062.6,18.33,1.49
08-12-2011,4943.65,17.9,1.53
09-12-2011,4866.7,17.62,1.55
12-12-2011,4764.6,17.25,1.58
13-12-2011,4800.6,17.38,1.57
14-12-2011,4763.25,17.25,1.58
15-12-2011,4746.35,17.19,1.59
16-12-2011,4651.6,16.84,1.62
19-12-2011,4613.1,16.71,1.64
20-12-2011,4544.2,16.46,1.66
21-12-2011,4693.15,17,1.61
22-12-2011,4733.85,17.14,1.59
23-12-2011,4714,17.07,1.6
26-12-2011,4779,17.31,1.58
27-12-2011,4750.5,17.2,1.59
28-12-2011,4705.8,17.04,1.6
29-12-2011,4646.25,16.83,1.62
30-12-2011,4624.3,16.75,1.63
02-01-2012,4636.75,16.79,1.63
03-01-2012,4765.3,17.26,1.6
04-01-2012,4749.65,17.2,1.6
05-01-2012,4749.95,17.2,1.6
06-01-2012,4754.1,17.22,1.6
07-01-2012,4746.9,17.19,1.6
09-01-2012,4742.8,17.18,1.6
10-01-2012,4849.55,17.56,1.57
11-01-2012,4860.95,17.61,1.57
12-01-2012,4831.25,17.5,1.58
13-01-2012,4866,17.5,1.56
16-01-2012,4873.9,17.53,1.56
17-01-2012,4967.3,17.85,1.53
18-01-2012,4955.8,17.81,1.54
19-01-2012,5018.4,18.03,1.53
20-01-2012,5048.6,18.14,1.52
23-01-2012,5046.25,18.14,1.52
24-01-2012,5127.35,18.28,1.49
25-01-2012,5158.3,18.38,1.51
27-01-2012,5204.7,18.55,1.49
30-01-2012,5087.3,18.13,1.53
31-01-2012,5199.25,18.53,1.49
01-02-2012,5235.7,18.66,1.48
02-02-2012,5269.9,18.77,1.47
03-02-2012,5325.85,18.97,1.48
06-02-2012,5361.65,19.13,1.47
07-02-2012,5335.15,19.02,1.47
08-02-2012,5368.15,19.14,1.48
09-02-2012,5412.35,19.3,1.45
10-02-2012,5381.6,19,1.47
13-02-2012,5390.2,18.94,1.47
14-02-2012,5416.05,18.95,1.46
15-02-2012,5531.95,19.35,1.43
16-02-2012,5521.95,19.34,1.43
17-02-2012,5564.3,19.49,1.42
21-02-2012,5607.15,19.64,1.41
22-02-2012,5505.35,19.29,1.44
23-02-2012,5483.3,19.21,1.44
24-02-2012,5429.3,19.02,1.46
27-02-2012,5281.2,18.5,1.5
28-02-2012,5375.5,19.05,1.47
29-02-2012,5385.2,19.09,1.47
01-03-2012,5339.75,18.92,1.48
02-03-2012,5359.35,18.99,1.48
03-03-2012,5359.4,18.99,1.48
05-03-2012,5280.35,18.71,1.5
06-03-2012,5222.4,18.51,1.52
07-03-2012,5220.45,18.5,1.52
09-03-2012,5333.55,18.9,1.48
12-03-2012,5359.55,18.94,1.49
13-03-2012,5429.5,19.18,1.47
14-03-2012,5463.9,19.31,1.46
15-03-2012,5380.5,19.01,1.48
16-03-2012,5317.9,18.79,1.5
19-03-2012,5257.05,18.58,1.51
20-03-2012,5274.85,18.64,1.51
21-03-2012,5364.95,18.96,1.48
22-03-2012,5228.45,18.47,1.52
23-03-2012,5278.2,18.65,1.51
26-03-2012,5184.25,18.32,1.54
27-03-2012,5243.15,18.53,1.52
28-03-2012,5194.75,18.36,1.53
29-03-2012,5178.85,18.3,1.54
30-03-2012,5295.55,18.71,1.5
02-04-2012,5317.9,18.79,1.5
03-04-2012,5358.5,18.93,1.49
04-04-2012,5322.9,18.81,1.5
09-04-2012,5234.4,18.5,1.52
10-04-2012,5243.6,18.53,1.52
11-04-2012,5226.85,18.47,1.52
12-04-2012,5276.85,18.65,1.51
13-04-2012,5207.45,18.3,1.53
16-04-2012,5226.2,18.41,1.52
17-04-2012,5289.7,18.63,1.5
18-04-2012,5300,18.67,1.5
19-04-2012,5332.4,18.72,1.49
20-04-2012,5290.85,18.58,1.5
23-04-2012,5200.6,18.26,1.53
24-04-2012,5222.65,18.34,1.52
25-04-2012,5202,18.27,1.53
26-04-2012,5189,18.22,1.53
27-04-2012,5190.6,17.93,1.54
30-04-2012,5248.15,18.12,1.52
02-05-2012,5239.15,17.99,1.53
03-05-2012,5188.4,17.81,1.54
04-05-2012,5086.85,17.45,1.57
07-05-2012,5114.15,17.54,1.56
08-05-2012,4999.95,17.15,1.6
09-05-2012,4974.8,17.03,1.61
10-05-2012,4965.7,17,1.61
11-05-2012,4928.9,16.87,1.62
14-05-2012,4907.8,16.95,1.63
15-05-2012,4942.8,17.04,1.62
16-05-2012,4858.25,16.74,1.64
17-05-2012,4870.2,16.78,1.64
18-05-2012,4891.45,16.85,1.63
21-05-2012,4906.05,16.62,1.63
22-05-2012,4860.5,16.46,1.64
23-05-2012,4835.65,16.38,1.65
24-05-2012,4921.4,16.69,1.62
25-05-2012,4920.4,16.68,1.62
28-05-2012,4985.65,16.9,1.6
29-05-2012,4990.1,16.9,1.6
30-05-2012,4950.75,16.75,1.65
31-05-2012,4924.25,16.66,1.66
01-06-2012,4841.6,16.36,1.69
04-06-2012,4848.15,16.28,1.68
05-06-2012,4863.3,16.33,1.68
06-06-2012,4997.1,16.78,1.6
07-06-2012,5049.65,16.96,1.58
08-06-2012,5068.35,16.83,1.58
11-06-2012,5054.1,16.79,1.58
12-06-2012,5115.9,16.99,1.56
13-06-2012,5121.45,16.99,1.56
14-06-2012,5054.75,16.77,1.58
15-06-2012,5139.05,17.05,1.55
18-06-2012,5064.25,16.8,1.58
19-06-2012,5103.85,16.93,1.57
20-06-2012,5120.55,16.98,1.56
21-06-2012,5165,17.13,1.55
22-06-2012,5146.05,17.07,1.55
25-06-2012,5114.65,16.96,1.56
26-06-2012,5120.8,16.99,1.56
27-06-2012,5141.9,17.06,1.55
28-06-2012,5149.15,17.08,1.55
29-06-2012,5278.9,17.51,1.51
02-07-2012,5278.6,17.51,1.51
03-07-2012,5287.95,17.54,1.51
04-07-2012,5302.55,17.59,1.51
05-07-2012,5327.3,17.67,1.5
06-07-2012,5316.95,17.64,1.5
09-07-2012,5275.15,17.5,1.51
10-07-2012,5345.35,17.74,1.49
11-07-2012,5306.3,17.61,1.51
12-07-2012,5235.25,17.37,1.53
13-07-2012,5227.25,17.2,1.53
16-07-2012,5197.25,17.05,1.54
17-07-2012,5192.85,17.04,1.54
18-07-2012,5216.3,17.11,1.53
19-07-2012,5242.7,17.18,1.52
20-07-2012,5205.1,17.08,1.53
23-07-2012,5117.95,16.9,1.56
24-07-2012,5128.2,16.86,1.56
25-07-2012,5109.6,16.8,1.58
26-07-2012,5043,16.62,1.6
27-07-2012,5099.85,16.68,1.58
30-07-2012,5199.8,17,1.55
31-07-2012,5229,17.09,1.54
01-08-2012,5240.5,17.13,1.54
02-08-2012,5227.75,17.07,1.54
03-08-2012,5215.7,17.03,1.54
06-08-2012,5282.55,17.25,1.52
07-08-2012,5336.7,17.43,1.51
08-08-2012,5338,17.43,1.51
09-08-2012,5322.95,17.35,1.51
10-08-2012,5320.4,17.34,1.51
13-08-2012,5347.9,17.51,1.5
14-08-2012,5380.35,17.88,1.52
16-08-2012,5362.95,17.97,1.51
17-08-2012,5366.3,17.97,1.54
21-08-2012,5421,18.19,1.53
22-08-2012,5412.85,18.16,1.53
23-08-2012,5415.35,18.17,1.53
24-08-2012,5386.7,18.07,1.54
27-08-2012,5350.25,17.95,1.55
28-08-2012,5334.6,17.9,1.55
29-08-2012,5287.8,17.74,1.56
30-08-2012,5315.05,17.83,1.56
31-08-2012,5258.5,17.64,1.57
03-09-2012,5253.75,17.63,1.58
04-09-2012,5274,17.69,1.57
05-09-2012,5225.7,17.53,1.58
06-09-2012,5238.4,17.58,1.58
07-09-2012,5342.1,17.92,1.55
08-09-2012,5358.7,17.98,1.54
10-09-2012,5363.45,17.99,1.54
11-09-2012,5390,18.11,1.53
12-09-2012,5431,18.24,1.52
13-09-2012,5435.35,18.26,1.52
14-09-2012,5577.65,18.74,1.48
17-09-2012,5610,18.85,1.47
18-09-2012,5600.05,18.81,1.48
20-09-2012,5554.25,18.66,1.49
21-09-2012,5691.15,19.12,1.45
24-09-2012,5669.6,19.05,1.46
25-09-2012,5673.9,19.06,1.46
26-09-2012,5663.45,19.02,1.46
27-09-2012,5649.5,18.98,1.46
28-09-2012,5703.3,19.17,1.42
01-10-2012,5718.8,19.22,1.41
03-10-2012,5731.25,19.27,1.41
04-10-2012,5787.6,19.45,1.4
05-10-2012,5746.95,19.32,1.41
08-10-2012,5676,19.08,1.43
09-10-2012,5704.6,19.18,1.42
10-10-2012,5652.15,19,1.43
11-10-2012,5708.05,19.19,1.42
12-10-2012,5676.05,19,1.43
15-10-2012,5687.25,19.04,1.42
16-10-2012,5648,18.86,1.41
17-10-2012,5660.25,18.88,1.4
18-10-2012,5718.7,19.07,1.39
19-10-2012,5684.25,18.94,1.4
22-10-2012,5717.15,18.88,1.39
23-10-2012,5691.4,18.77,1.42
25-10-2012,5705.3,18.81,1.41
26-10-2012,5664.3,18.57,1.42
29-10-2012,5665.6,18.58,1.42
30-10-2012,5597.9,18.36,1.44
31-10-2012,5619.7,18.4,1.44
01-11-2012,5645.05,18.46,1.43
02-11-2012,5697.7,18.6,1.42
05-11-2012,5704.2,18.62,1.43
06-11-2012,5724.4,18.66,1.43
07-11-2012,5760.1,18.78,1.43
08-11-2012,5738.75,18.61,1.43
09-11-2012,5686.25,18.43,1.45
12-11-2012,5683.7,17.95,1.44
13-11-2012,5666.95,17.9,1.45
15-11-2012,5631,17.78,1.45
16-11-2012,5574.05,17.62,1.47
19-11-2012,5571.4,17.61,1.47
20-11-2012,5571.55,17.61,1.47
21-11-2012,5614.8,17.74,1.46
22-11-2012,5627.75,17.79,1.46
23-11-2012,5626.6,17.78,1.46
26-11-2012,5635.9,17.82,1.45
27-11-2012,5727.45,18.11,1.43
29-11-2012,5825,18.42,1.41
30-11-2012,5879.85,18.59,1.4
03-12-2012,5870.95,18.56,1.4
04-12-2012,5889.25,18.62,1.4
05-12-2012,5900.5,18.66,1.4
06-12-2012,5930.9,18.75,1.39
07-12-2012,5907.4,18.68,1.4
10-12-2012,5908.9,18.69,1.4
11-12-2012,5898.8,18.66,1.4
12-12-2012,5888,18.62,1.4
13-12-2012,5851.5,18.51,1.41
14-12-2012,5879.6,18.6,1.4
17-12-2012,5857.9,18.53,1.41
18-12-2012,5896.8,18.65,1.4
19-12-2012,5929.6,18.76,1.39
20-12-2012,5916.4,18.71,1.39
21-12-2012,5847.7,18.5,1.41
24-12-2012,5855.75,18.52,1.41
26-12-2012,5905.6,18.68,1.4
27-12-2012,5870.1,18.57,1.4
28-12-2012,5908.35,18.69,1.4
31-12-2012,5905.1,18.68,1.4
01-01-2013,5950.85,18.82,1.39
02-01-2013,5993.25,18.96,1.38
03-01-2013,6009.5,19.01,1.37
04-01-2013,6016.15,19.03,1.37
07-01-2013,5988.4,18.94,1.38
08-01-2013,6001.7,18.98,1.37
09-01-2013,5971.5,18.89,1.38
10-01-2013,5968.65,18.88,1.38
11-01-2013,5951.3,18.82,1.39
14-01-2013,6024.05,19.05,1.37
15-01-2013,6056.6,19.12,1.36
16-01-2013,6001.85,18.95,1.37
17-01-2013,6039.2,19.07,1.36
18-01-2013,6064.4,19.01,1.36
21-01-2013,6082.3,18.97,1.36
22-01-2013,6048.5,18.75,1.36
23-01-2013,6054.3,18.76,1.36
24-01-2013,6019.35,18.6,1.37
25-01-2013,6074.65,18.77,1.36
28-01-2013,6074.8,18.75,1.36
29-01-2013,6049.9,18.67,1.36
30-01-2013,6055.75,18.66,1.36
31-01-2013,6034.75,18.5,1.37
01-02-2013,5998.9,18.42,1.37
04-02-2013,5987.25,18.43,1.38
05-02-2013,5956.9,18.33,1.38
06-02-2013,5959.2,18.34,1.38
07-02-2013,5938.8,18.27,1.39
08-02-2013,5903.5,18.16,1.4
11-02-2013,5897.85,18.17,1.4
12-02-2013,5922.5,18.29,1.39
13-02-2013,5932.95,18.33,1.39
14-02-2013,5896.95,18.27,1.4
15-02-2013,5887.4,18.21,1.4
18-02-2013,5898.2,18.27,1.39
19-02-2013,5939.7,18.52,1.38
20-02-2013,5943.05,18.61,1.38
21-02-2013,5852.25,18.32,1.4
22-02-2013,5850.3,18.28,1.41
25-02-2013,5854.75,18.29,1.4
26-02-2013,5761.35,18,1.43
27-02-2013,5796.9,17.98,1.42
28-02-2013,5693.05,17.66,1.44
01-03-2013,5719.7,17.74,1.44
04-03-2013,5698.5,17.67,1.44
05-03-2013,5784.25,17.94,1.42
06-03-2013,5818.6,18.05,1.41
07-03-2013,5863.3,18.19,1.4
08-03-2013,5945.7,18.44,1.38
11-03-2013,5942.35,18.37,1.39
12-03-2013,5914.1,18.28,1.4
13-03-2013,5851.2,18.09,1.41
14-03-2013,5908.95,18.26,1.4
15-03-2013,5872.6,18.15,1.41
18-03-2013,5835.25,18.04,1.42
19-03-2013,5745.95,17.76,1.44
20-03-2013,5694.4,17.6,1.45
21-03-2013,5658.75,17.49,1.46
22-03-2013,5651.35,17.47,1.46
25-03-2013,5633.85,17.41,1.47
26-03-2013,5641.6,17.44,1.47
28-03-2013,5682.55,17.57,1.46
01-04-2013,5704.4,17.51,1.46
02-04-2013,5748.1,17.64,1.44
03-04-2013,5672.9,17.41,1.46
04-04-2013,5574.75,17.11,1.49
05-04-2013,5553.25,17.04,1.49
08-04-2013,5542.95,17.01,1.5
09-04-2013,5495.1,16.86,1.51
10-04-2013,5558.7,17.06,1.49
11-04-2013,5594,17.17,1.48
12-04-2013,5528.55,16.96,1.5
15-04-2013,5568.4,17.08,1.49
16-04-2013,5688.95,17.45,1.46
17-04-2013,5688.7,17.31,1.46
18-04-2013,5783.1,17.6,1.44
22-04-2013,5834.4,17.76,1.42
23-04-2013,5836.9,17.76,1.42
25-04-2013,5916.3,18,1.4
26-04-2013,5871.45,17.73,1.41
29-04-2013,5904.1,17.78,1.41
30-04-2013,5930.2,17.85,1.4
02-05-2013,5999.35,18.05,1.38
03-05-2013,5944,17.89,1.4
06-05-2013,5971.05,17.97,1.39
07-05-2013,6043.55,18.19,1.37
08-05-2013,6069.3,18.2,1.37
09-05-2013,6050.15,18.11,1.37
10-05-2013,6094.75,18.22,1.36
11-05-2013,6107.25,18.26,1.36
13-05-2013,5980.45,17.79,1.39
14-05-2013,5995.4,17.88,1.38
15-05-2013,6146.75,18.33,1.35
16-05-2013,6169.9,18.33,1.35
17-05-2013,6187.3,18.38,1.34
20-05-2013,6156.9,18.37,1.35
21-05-2013,6114.1,18.24,1.36
22-05-2013,6094.5,18.15,1.36
23-05-2013,5967.05,17.77,1.39
24-05-2013,5983.55,17.88,1.39
27-05-2013,6083.15,18.19,1.36
28-05-2013,6111.25,18.25,1.36
29-05-2013,6104.3,18.31,1.36
30-05-2013,6124.05,18.37,1.36
31-05-2013,5985.95,17.95,1.39
03-06-2013,5939.3,17.81,1.4
04-06-2013,5919.45,17.75,1.4
05-06-2013,5923.85,17.77,1.4
06-06-2013,5921.4,17.89,1.4
07-06-2013,5881,17.76,1.41
10-06-2013,5878,17.73,1.41
11-06-2013,5788.8,17.47,1.43
12-06-2013,5760.2,17.38,1.44
13-06-2013,5699.1,17.2,1.45
14-06-2013,5808.4,17.53,1.43
17-06-2013,5850.05,17.75,1.42
18-06-2013,5813.6,17.64,1.43
19-06-2013,5822.25,17.68,1.42
20-06-2013,5655.9,17.17,1.47
21-06-2013,5667.65,17.2,1.46
24-06-2013,5590.25,16.97,1.48
25-06-2013,5609.1,17.03,1.48
26-06-2013,5588.7,16.96,1.48
27-06-2013,5682.35,17.28,1.46
28-06-2013,5842.2,17.76,1.43
01-07-2013,5898.85,17.96,1.4
02-07-2013,5857.55,17.84,1.41
03-07-2013,5770.9,17.57,1.42
04-07-2013,5836.95,17.77,1.42
05-07-2013,5867.9,17.87,1.41
08-07-2013,5811.55,17.71,1.42
09-07-2013,5859,17.85,1.41
10-07-2013,5816.7,17.73,1.42
11-07-2013,5935.1,18.09,1.39
12-07-2013,6009,18.31,1.38
15-07-2013,6030.8,18.36,1.37
16-07-2013,5955.25,18.13,1.39
17-07-2013,5973.3,18.18,1.38
18-07-2013,6038.05,18.32,1.37
19-07-2013,6029.2,18.3,1.37
22-07-2013,6031.8,18.23,1.37
23-07-2013,6077.8,18.32,1.36
24-07-2013,5990.5,18.03,1.38
25-07-2013,5907.5,17.68,1.4
26-07-2013,5886.2,17.58,1.4
29-07-2013,5831.65,17.31,1.44
30-07-2013,5755.05,17.11,1.46
31-07-2013,5742,17.05,1.47
01-08-2013,5727.85,17.03,1.47
02-08-2013,5677.9,16.88,1.48
05-08-2013,5685.4,16.94,1.48
06-08-2013,5542.25,16.51,1.52
07-08-2013,5519.1,16.36,1.53
08-08-2013,5565.65,16.5,1.51
12-08-2013,5612.4,16.59,1.5
13-08-2013,5699.3,16.84,1.48
14-08-2013,5742.3,16.97,1.47
16-08-2013,5507.85,16.35,1.53
19-08-2013,5414.75,15.62,1.56
20-08-2013,5401.45,15.58,1.56
21-08-2013,5302.55,15.3,1.59
22-08-2013,5408.45,15.6,1.56
23-08-2013,5471.75,15.79,1.54
26-08-2013,5476.5,15.8,1.54
27-08-2013,5287.45,15.24,1.59
28-08-2013,5285,15.23,1.6
29-08-2013,5409.05,15.59,1.56
30-08-2013,5471.8,15.77,1.54
02-09-2013,5550.75,16,1.52
03-09-2013,5341.45,15.4,1.58
04-09-2013,5448.1,15.7,1.55
05-09-2013,5592.95,16.12,1.51
06-09-2013,5680.4,16.37,1.48
10-09-2013,5896.75,17.14,1.42
11-09-2013,5913.15,17.19,1.41
12-09-2013,5850.7,17,1.44
13-09-2013,5850.6,17,1.44
16-09-2013,5840.55,16.98,1.45
17-09-2013,5850.2,17,1.45
18-09-2013,5899.45,17.15,1.49
19-09-2013,6115.55,17.77,1.42
20-09-2013,6012.1,17.47,1.47
23-09-2013,5889.75,17.12,1.5
24-09-2013,5892.45,17.13,1.51
25-09-2013,5873.85,17.07,1.55
26-09-2013,5882.25,17.1,1.55
27-09-2013,5833.2,17.11,1.56
30-09-2013,5735.3,16.82,1.56
01-10-2013,5780.05,16.95,1.56
03-10-2013,5909.7,17.33,1.54
04-10-2013,5907.3,17.32,1.56
07-10-2013,5906.15,17.32,1.56
08-10-2013,5928.4,17.38,1.56
09-10-2013,6007.45,17.62,1.54
10-10-2013,6020.95,17.66,1.53
11-10-2013,6096.2,17.88,1.52
14-10-2013,6112.7,17.94,1.51
15-10-2013,6089.05,17.85,1.52
17-10-2013,6045.85,17.63,1.53
18-10-2013,6189.35,18.02,1.49
21-10-2013,6204.95,18.07,1.49
22-10-2013,6202.8,18.01,1.49
23-10-2013,6178.35,17.83,1.49
24-10-2013,6164.35,17.79,1.5
25-10-2013,6144.9,17.73,1.5
28-10-2013,6101.1,17.61,1.51
29-10-2013,6220.9,17.95,1.48
30-10-2013,6251.7,18.04,1.47
31-10-2013,6299.15,18.18,1.46
01-11-2013,6307.2,18.2,1.46
03-11-2013,6324.95,18.23,1.46
05-11-2013,6253.15,18.06,1.47
06-11-2013,6215.15,17.92,1.48
07-11-2013,6187.25,17.78,1.49
08-11-2013,6140.75,17.65,1.5
11-11-2013,6078.8,17.48,1.52
12-11-2013,6018.05,17.31,1.53
13-11-2013,5989.6,17.23,1.54
14-11-2013,6056.15,17.42,1.52
18-11-2013,6189,17.76,1.49
19-11-2013,6203.35,17.85,1.49
20-11-2013,6122.9,17.61,1.51
21-11-2013,5999.05,17.26,1.54
22-11-2013,5995.45,17.71,1.55
25-11-2013,6115.35,18.06,1.52
26-11-2013,6059.1,17.94,1.53
27-11-2013,6057.1,18.03,1.54
28-11-2013,6091.85,18.13,1.53
29-11-2013,6176.1,18.38,1.51
02-12-2013,6217.85,18.51,1.5
03-12-2013,6201.85,18.46,1.51
04-12-2013,6160.95,18.34,1.52
05-12-2013,6241.1,18.58,1.5
06-12-2013,6259.9,18.58,1.49
09-12-2013,6363.9,18.9,1.47
10-12-2013,6332.85,18.8,1.47
11-12-2013,6307.9,18.73,1.48
12-12-2013,6237.05,18.52,1.5
13-12-2013,6168.4,18.32,1.51
16-12-2013,6154.7,18.27,1.52
17-12-2013,6139.05,18.23,1.52
18-12-2013,6217.15,18.46,1.5
19-12-2013,6166.65,18.31,1.51
20-12-2013,6274.25,18.63,1.49
23-12-2013,6284.5,18.66,1.49
24-12-2013,6268.4,18.61,1.49
26-12-2013,6278.9,18.64,1.49
27-12-2013,6313.8,18.75,1.48
30-12-2013,6291.1,18.66,1.49
31-12-2013,6304,18.7,1.48
01-01-2014,6301.65,18.69,1.49
02-01-2014,6221.15,18.46,1.5
03-01-2014,6211.15,18.43,1.51
06-01-2014,6191.45,18.37,1.51
07-01-2014,6162.25,18.28,1.52
08-01-2014,6174.6,18.32,1.52
09-01-2014,6168.35,18.3,1.52
10-01-2014,6171.45,18.24,1.52
13-01-2014,6272.75,18.55,1.49
14-01-2014,6241.85,18.44,1.5
15-01-2014,6320.9,18.68,1.48
16-01-2014,6318.9,18.63,1.48
17-01-2014,6261.65,18.45,1.5
20-01-2014,6303.95,18.35,1.49
21-01-2014,6313.8,18.38,1.48
22-01-2014,6338.95,18.45,1.48
23-01-2014,6345.65,18.49,1.48
24-01-2014,6266.75,18.25,1.49
27-01-2014,6135.85,17.85,1.53
28-01-2014,6126.25,17.82,1.53
29-01-2014,6120.25,17.79,1.53
30-01-2014,6073.7,17.65,1.54
31-01-2014,6089.5,17.7,1.54
03-02-2014,6001.8,17.34,1.56
04-02-2014,6000.9,17.35,1.56
05-02-2014,6022.4,17.41,1.56
06-02-2014,6036.3,17.16,1.55
07-02-2014,6063.2,17.25,1.54
10-02-2014,6053.45,17.24,1.55
11-02-2014,6062.7,17.26,1.54
12-02-2014,6084,17.32,1.54
13-02-2014,6001.1,17.09,1.56
14-02-2014,6048.35,17.22,1.55
17-02-2014,6073.3,17.28,1.54
18-02-2014,6127.1,17.59,1.53
19-02-2014,6152.75,17.59,1.52
20-02-2014,6091.45,17.42,1.54
21-02-2014,6155.45,17.33,1.52
24-02-2014,6186.1,17.42,1.51
25-02-2014,6200.05,17.46,1.51
26-02-2014,6238.8,17.57,1.5
28-02-2014,6276.95,17.67,1.49
03-03-2014,6221.45,17.52,1.5
04-03-2014,6297.95,17.73,1.49
05-03-2014,6328.65,17.82,1.48
06-03-2014,6401.15,18.02,1.46
07-03-2014,6526.65,18.38,1.43
10-03-2014,6537.25,18.41,1.43
11-03-2014,6511.9,18.34,1.44
12-03-2014,6516.9,18.35,1.44
13-03-2014,6493.1,18.28,1.44
14-03-2014,6504.2,18.31,1.44
18-03-2014,6516.65,18.35,1.44
19-03-2014,6524.05,18.38,1.43
20-03-2014,6483.1,18.26,1.44
21-03-2014,6493.2,18.29,1.44
22-03-2014,6494.9,18.29,1.44
24-03-2014,6583.5,18.54,1.42
25-03-2014,6589.75,18.56,1.42
26-03-2014,6601.4,18.59,1.42
27-03-2014,6641.75,18.71,1.41
28-03-2014,6695.9,18.84,1.37
31-03-2014,6704.2,18.86,1.37
01-04-2014,6721.05,18.91,1.37
02-04-2014,6752.55,19,1.36
03-04-2014,6736.1,18.95,1.37
04-04-2014,6694.35,18.84,1.37
07-04-2014,6695.05,18.84,1.37
09-04-2014,6796.2,19.12,1.35
10-04-2014,6796.4,19.12,1.35
11-04-2014,6776.3,19.07,1.36
15-04-2014,6733.1,18.95,1.37
16-04-2014,6675.3,18.79,1.38
17-04-2014,6779.4,19.04,1.36
21-04-2014,6817.65,19.14,1.35
22-04-2014,6815.35,19.13,1.35
23-04-2014,6840.8,19.2,1.34
25-04-2014,6782.75,19.04,1.36
28-04-2014,6761.25,18.98,1.36
29-04-2014,6715.25,18.88,1.37
30-04-2014,6696.4,18.79,1.37
02-05-2014,6694.8,18.72,1.42
05-05-2014,6699.35,18.69,1.42
06-05-2014,6715.3,18.74,1.41
07-05-2014,6652.55,18.56,1.43
08-05-2014,6659.85,18.52,1.45
09-05-2014,6858.8,19.1,1.41
12-05-2014,7014.25,19.47,1.38
13-05-2014,7108.75,19.67,1.36
14-05-2014,7108.75,19.67,1.36
15-05-2014,7123.15,19.71,1.36
16-05-2014,7203,19.93,1.34
19-05-2014,7263.55,20.15,1.33
20-05-2014,7275.5,20.21,1.33
21-05-2014,7252.9,20.07,1.33
22-05-2014,7276.4,20.14,1.33
23-05-2014,7367.1,20.39,1.31
26-05-2014,7359.05,20.32,1.31
27-05-2014,7318,20.21,1.32
28-05-2014,7329.65,20.22,1.32
29-05-2014,7235.65,19.79,1.34
30-05-2014,7229.95,19.82,1.34
02-06-2014,7362.5,20.27,1.31
03-06-2014,7415.85,20.46,1.3
04-06-2014,7402.25,20.42,1.31
05-06-2014,7474.1,20.6,1.29
06-06-2014,7583.4,20.75,1.28
09-06-2014,7654.6,20.85,1.26
10-06-2014,7656.4,20.86,1.26
11-06-2014,7626.85,20.78,1.28
12-06-2014,7649.9,20.84,1.28
13-06-2014,7542.1,20.55,1.28
16-06-2014,7533.55,20.53,1.28
17-06-2014,7631.7,20.76,1.28
18-06-2014,7558.2,20.56,1.3
19-06-2014,7540.7,20.52,1.3
20-06-2014,7511.45,20.38,1.3
23-06-2014,7493.35,20.33,1.31
24-06-2014,7580.2,20.56,1.29
25-06-2014,7569.25,20.53,1.29
26-06-2014,7493.2,20.33,1.31
27-06-2014,7508.8,20.37,1.31
30-06-2014,7611.35,20.65,1.29
01-07-2014,7634.7,20.71,1.28
02-07-2014,7725.15,20.96,1.27
03-07-2014,7714.8,20.93,1.27
04-07-2014,7751.6,20.99,1.26
07-07-2014,7787.15,21.08,1.26
08-07-2014,7623.2,20.64,1.29
09-07-2014,7585,20.54,1.29
10-07-2014,7567.75,20.48,1.3
11-07-2014,7459.6,20.12,1.31
14-07-2014,7454.15,20.12,1.31
15-07-2014,7526.65,20.31,1.3
16-07-2014,7624.4,20.57,1.29
17-07-2014,7640.45,20.62,1.28
18-07-2014,7663.9,20.6,1.28
21-07-2014,7684.2,20.58,1.28
22-07-2014,7767.85,20.78,1.26
23-07-2014,7795.75,20.82,1.26
24-07-2014,7830.6,20.92,1.25
25-07-2014,7790.45,20.79,1.26
28-07-2014,7748.7,20.66,1.27
30-07-2014,7791.4,20.78,1.27
31-07-2014,7721.3,20.56,1.3
01-08-2014,7602.6,20.05,1.32
04-08-2014,7683.65,20.26,1.31
05-08-2014,7746.55,20.43,1.3
06-08-2014,7672.05,20.2,1.32
07-08-2014,7649.25,20.14,1.32
08-08-2014,7568.55,19.93,1.34
11-08-2014,7625.95,20,1.33
12-08-2014,7727.05,20.26,1.31
13-08-2014,7739.55,20.31,1.31
14-08-2014,7791.7,20.45,1.3
18-08-2014,7874.25,20.57,1.29
