Date,Price,P/E,Dividend Yield
19-08-2014,7897.5,20.63,1.28
20-08-2014,7875.3,20.58,1.29
21-08-2014,7891.1,20.63,1.29
22-08-2014,7913.2,20.69,1.28
25-08-2014,7906.3,20.67,1.28
26-08-2014,7904.75,20.67,1.28
27-08-2014,7936.05,20.75,1.28
28-08-2014,7954.35,20.8,1.27
01-09-2014,8027.7,20.99,1.26
02-09-2014,8083.05,21.14,1.25
03-09-2014,8114.6,21.22,1.25
04-09-2014,8095.95,21.17,1.25
05-09-2014,8086.85,21.15,1.25
08-09-2014,8173.9,21.73,1.24
09-09-2014,8152.95,21.68,1.24
10-09-2014,8094.1,21.52,1.25
11-09-2014,8085.7,21.5,1.25
12-09-2014,8105.5,21.55,1.25
15-09-2014,8042,21.38,1.26
16-09-2014,7932.9,21.09,1.28
17-09-2014,7975.5,21.21,1.27
18-09-2014,8114.75,21.58,1.25
19-09-2014,8121.45,21.23,1.25
22-09-2014,8146.3,21.3,1.25
23-09-2014,8017.55,20.96,1.27
24-09-2014,8002.4,20.92,1.31
25-09-2014,7911.85,20.68,1.33
26-09-2014,7968.85,20.83,1.31
29-09-2014,7958.9,20.81,1.32
30-09-2014,7964.8,20.82,1.31
01-10-2014,7945.55,20.77,1.32
07-10-2014,7852.4,20.53,1.34
08-10-2014,7842.7,20.5,1.34
09-10-2014,7960.55,20.81,1.33
10-10-2014,7859.95,20.55,1.35
13-10-2014,7884.25,20.47,1.34
14-10-2014,7864,20.41,1.34
16-10-2014,7748.2,20.13,1.36
17-10-2014,7779.7,20.21,1.36
20-10-2014,7879.4,20.47,1.34
21-10-2014,7927.75,20.53,1.33
22-10-2014,7995.9,20.65,1.32
23-10-2014,8014.55,20.7,1.32
27-10-2014,7991.7,20.64,1.32
28-10-2014,8027.6,20.75,1.32
29-10-2014,8090.45,20.92,1.31
30-10-2014,8169.2,21.16,1.29
31-10-2014,8322.2,21.58,1.27
03-11-2014,8324.15,21.58,1.27
05-11-2014,8338.3,21.54,1.27
07-11-2014,8337,21.31,1.27
10-11-2014,8344.25,21.24,1.27
11-11-2014,8362.65,21.29,1.27
12-11-2014,8383.3,21.33,1.26
13-11-2014,8357.85,21.26,1.27
14-11-2014,8389.9,21.35,1.26
17-11-2014,8430.75,21.45,1.25
18-11-2014,8425.9,21.47,1.26
19-11-2014,8382.3,21.33,1.26
20-11-2014,8401.9,21.51,1.26
21-11-2014,8477.35,21.7,1.25
24-11-2014,8530.15,21.78,1.24
25-11-2014,8463.1,21.61,1.25
26-11-2014,8475.75,21.65,1.25
27-11-2014,8494.2,21.7,1.25
28-11-2014,8588.25,21.94,1.23
01-12-2014,8555.9,21.85,1.24
02-12-2014,8524.7,21.77,1.24
03-12-2014,8537.65,21.81,1.24
04-12-2014,8564.4,21.87,1.23
05-12-2014,8538.3,21.81,1.24
08-12-2014,8438.25,21.56,1.25
09-12-2014,8340.7,21.31,1.27
10-12-2014,8355.65,21.35,1.27
11-12-2014,8292.9,21.19,1.27
12-12-2014,8224.1,21.01,1.29
15-12-2014,8219.6,21,1.29
16-12-2014,8067.6,20.61,1.31
17-12-2014,8029.8,20.51,1.32
18-12-2014,8159.3,20.85,1.3
19-12-2014,8225.2,21.01,1.29
22-12-2014,8324,21.27,1.27
23-12-2014,8267,21.12,1.28
24-12-2014,8174.1,20.88,1.29
26-12-2014,8200.7,20.95,1.29
29-12-2014,8246.3,21.07,1.28
30-12-2014,8248.25,21.07,1.28
31-12-2014,8282.7,21.16,1.27
01-01-2015,8284,21.16,1.27
02-01-2015,8395.45,21.45,1.26
05-01-2015,8378.4,21.4,1.26
06-01-2015,8127.35,20.76,1.3
07-01-2015,8102.1,20.7,1.3
08-01-2015,8234.6,21.04,1.28
09-01-2015,8284.5,21.16,1.27
12-01-2015,8323,21.27,1.27
13-01-2015,8299.4,21.21,1.27
14-01-2015,8277.55,21.14,1.27
15-01-2015,8494.15,21.7,1.24
16-01-2015,8513.8,21.75,1.24
19-01-2015,8550.7,21.8,1.23
20-01-2015,8695.6,22.16,1.21
21-01-2015,8729.5,22.21,1.21
22-01-2015,8761.4,22.25,1.2
23-01-2015,8835.6,22.48,1.19
27-01-2015,8910.5,22.67,1.18
28-01-2015,8914.3,22.67,1.18
29-01-2015,8952.35,22.84,1.18
30-01-2015,8808.9,22.48,1.2
02-02-2015,8797.4,22.51,1.2
03-02-2015,8756.55,22.42,1.21
04-02-2015,8723.7,22.53,1.21
05-02-2015,8711.7,22.57,1.21
06-02-2015,8661.05,22.44,1.22
09-02-2015,8526.35,22.59,1.24
10-02-2015,8565.55,22.69,1.23
11-02-2015,8627.4,22.85,1.22
12-02-2015,8711.55,23.07,1.21
13-02-2015,8805.5,23.31,1.2
16-02-2015,8809.35,23.22,1.25
18-02-2015,8869.1,23.28,1.24
19-02-2015,8895.3,23.76,1.24
20-02-2015,8833.6,23.62,1.25
23-02-2015,8754.95,23.41,1.26
24-02-2015,8762.1,23.43,1.26
25-02-2015,8767.25,23.44,1.26
26-02-2015,8683.85,23.22,1.27
27-02-2015,8844.6,23.65,1.24
28-02-2015,8901.85,23.8,1.24
02-03-2015,8956.75,23.95,1.23
03-03-2015,8996.25,24.06,1.22
04-03-2015,8922.65,23.86,1.23
05-03-2015,8937.75,23.9,1.23
09-03-2015,8756.75,23.48,1.25
10-03-2015,8712.05,23.36,1.26
11-03-2015,8699.95,23.32,1.26
12-03-2015,8776,23.53,1.25
13-03-2015,8647.75,23.18,1.27
16-03-2015,8633.15,23.14,1.27
17-03-2015,8723.3,23.39,1.26
18-03-2015,8685.9,23.29,1.26
19-03-2015,8634.65,23.15,1.27
20-03-2015,8570.9,22.98,1.28
23-03-2015,8550.9,22.92,1.28
24-03-2015,8542.95,22.9,1.29
25-03-2015,8530.8,22.87,1.29
26-03-2015,8342.15,22.36,1.32
27-03-2015,8341.4,22.3,1.3
30-03-2015,8492.3,22.7,1.28
31-03-2015,8491,22.7,1.28
01-04-2015,8586.25,22.95,1.27
06-04-2015,8659.9,23.18,1.26
07-04-2015,8660.3,23.19,1.25
08-04-2015,8714.4,23.33,1.25
09-04-2015,8778.3,23.5,1.24
10-04-2015,8780.35,23.51,1.24
13-04-2015,8834,23.66,1.23
15-04-2015,8750.2,23.43,1.25
16-04-2015,8706.7,23.33,1.25
17-04-2015,8606,23.06,1.27
20-04-2015,8448.1,22.64,1.29
21-04-2015,8377.75,22.44,1.3
22-04-2015,8429.7,22.59,1.29
23-04-2015,8398.3,22.5,1.3
24-04-2015,8305.25,22.34,1.4
27-04-2015,8213.8,22.26,1.4
28-04-2015,8285.6,22.46,1.39
29-04-2015,8239.75,22.29,1.4
30-04-2015,8181.5,22.07,1.45
04-05-2015,8331.95,22.47,1.43
05-05-2015,8324.8,22.45,1.43
06-05-2015,8097,21.71,1.47
07-05-2015,8057.3,21.61,1.47
08-05-2015,8191.5,21.92,1.45
11-05-2015,8325.25,22.41,1.42
12-05-2015,8126.95,21.92,1.45
13-05-2015,8235.45,22.17,1.43
14-05-2015,8224.2,22.14,1.44
15-05-2015,8262.35,22.24,1.43
18-05-2015,8373.65,22.57,1.41
19-05-2015,8365.65,22.55,1.41
20-05-2015,8423.25,22.69,1.4
21-05-2015,8421,22.67,1.4
22-05-2015,8458.95,22.94,1.4
25-05-2015,8370.25,22.64,1.41
26-05-2015,8339.35,22.55,1.42
27-05-2015,8334.6,22.6,1.42
28-05-2015,8319,22.61,1.42
29-05-2015,8433.65,23.12,1.39
01-06-2015,8433.4,23.25,1.39
02-06-2015,8236.45,22.71,1.43
03-06-2015,8135.1,22.41,1.45
04-06-2015,8130.65,22.53,1.45
05-06-2015,8114.7,22.49,1.45
08-06-2015,8044.15,22.29,1.47
09-06-2015,8022.4,22.23,1.47
10-06-2015,8124.45,22.52,1.45
11-06-2015,7965.35,22.08,1.48
12-06-2015,7982.9,22.12,1.49
15-06-2015,8013.9,22.21,1.48
16-06-2015,8047.3,22.3,1.48
17-06-2015,8091.55,22.43,1.47
18-06-2015,8174.6,22.66,1.45
19-06-2015,8224.95,22.79,1.44
22-06-2015,8353.1,23.15,1.42
23-06-2015,8381.55,23.23,1.41
24-06-2015,8360.85,23.17,1.42
25-06-2015,8398,23.27,1.41
26-06-2015,8381.1,23.23,1.42
29-06-2015,8318.4,23.05,1.43
30-06-2015,8368.5,23.19,1.44
01-07-2015,8453.05,23.43,1.42
02-07-2015,8444.9,23.4,1.42
03-07-2015,8484.9,23.52,1.43
06-07-2015,8522.15,23.62,1.42
07-07-2015,8510.8,23.59,1.42
08-07-2015,8363.05,23.18,1.45
09-07-2015,8328.55,23.08,1.45
10-07-2015,8360.55,23.17,1.45
13-07-2015,8459.65,23.45,1.44
14-07-2015,8454.1,23.44,1.44
15-07-2015,8523.8,23.63,1.43
16-07-2015,8608.05,23.86,1.41
17-07-2015,8609.85,23.87,1.42
20-07-2015,8603.45,23.88,1.42
21-07-2015,8529.45,23.68,1.43
22-07-2015,8633.5,23.96,1.41
23-07-2015,8589.8,23.84,1.42
24-07-2015,8521.55,23.65,1.43
27-07-2015,8361,23.21,1.46
28-07-2015,8337,23.02,1.46
29-07-2015,8375.05,23.08,1.45
30-07-2015,8421.8,23.23,1.45
31-07-2015,8532.85,23.53,1.41
03-08-2015,8543.05,23.54,1.41
04-08-2015,8516.9,23.48,1.42
05-08-2015,8567.95,23.62,1.41
06-08-2015,8588.65,23.67,1.4
07-08-2015,8564.6,23.61,1.4
10-08-2015,8525.6,23.54,1.41
11-08-2015,8462.35,23.38,1.42
12-08-2015,8349.45,23.1,1.44
13-08-2015,8355.85,23.16,1.44
14-08-2015,8518.55,23.69,1.42
17-08-2015,8477.3,23.48,1.43
18-08-2015,8466.55,23.45,1.43
19-08-2015,8495.15,23.53,1.42
20-08-2015,8372.75,23.19,1.44
21-08-2015,8299.95,22.99,1.42
24-08-2015,7809,21.63,1.51
25-08-2015,7880.7,21.83,1.5
26-08-2015,7791.85,21.59,1.51
27-08-2015,7948.95,22.02,1.48
28-08-2015,8001.95,22.17,1.48
31-08-2015,7971.3,22.08,1.48
01-09-2015,7785.85,21.57,1.52
02-09-2015,7717,21.38,1.53
03-09-2015,7823,21.68,1.51
04-09-2015,7655.05,21.21,1.54
07-09-2015,7558.8,20.95,1.56
08-09-2015,7688.25,21.31,1.54
09-09-2015,7818.6,21.67,1.51
10-09-2015,7788.1,21.59,1.52
11-09-2015,7789.3,21.59,1.52
14-09-2015,7872.25,21.82,1.5
15-09-2015,7829.1,21.7,1.51
16-09-2015,7899.15,21.89,1.5
18-09-2015,7981.9,22.12,1.48
21-09-2015,7977.1,22.11,1.48
22-09-2015,7812,21.65,1.51
23-09-2015,7845.95,21.75,1.51
24-09-2015,7868.5,21.81,1.5
28-09-2015,7795.7,21.78,1.48
29-09-2015,7843.3,21.91,1.48
30-09-2015,7948.9,22.21,1.46
01-10-2015,7950.9,22.21,1.43
05-10-2015,8119.3,22.68,1.4
06-10-2015,8152.9,22.78,1.39
07-10-2015,8177.4,22.84,1.39
08-10-2015,8129.35,22.71,1.4
09-10-2015,8189.7,22.88,1.39
12-10-2015,8143.6,22.73,1.39
13-10-2015,8131.7,22.25,1.4
14-10-2015,8107.9,22.16,1.4
15-10-2015,8179.5,22.35,1.39
16-10-2015,8238.15,22.51,1.38
19-10-2015,8275.05,22.61,1.38
20-10-2015,8261.65,22.51,1.38
21-10-2015,8251.7,22.48,1.38
23-10-2015,8295.45,22.55,1.38
26-10-2015,8260.55,22.45,1.38
27-10-2015,8232.9,22.39,1.39
28-10-2015,8171.2,22.2,1.4
29-10-2015,8111.75,22.19,1.41
30-10-2015,8065.8,22.06,1.41
02-11-2015,8050.8,21.98,1.42
03-11-2015,8060.7,22.02,1.41
04-11-2015,8040.2,21.87,1.42
05-11-2015,7955.45,21.58,1.43
06-11-2015,7954.3,21.57,1.43
09-11-2015,7915.2,21.41,1.44
10-11-2015,7783.35,21.05,1.46
11-11-2015,7825,21.17,1.45
13-11-2015,7762.25,20.97,1.47
16-11-2015,7806.6,21.11,1.46
17-11-2015,7837.55,21.19,1.45
18-11-2015,7731.8,20.9,1.47
19-11-2015,7842.75,21.2,1.45
20-11-2015,7856.55,21.24,1.45
23-11-2015,7849.25,21.22,1.45
24-11-2015,7831.6,21.17,1.45
26-11-2015,7883.8,21.31,1.44
27-11-2015,7942.7,21.47,1.43
30-11-2015,7935.25,21.45,1.43
01-12-2015,7954.9,21.51,1.43
02-12-2015,7931.35,21.44,1.44
03-12-2015,7864.15,21.26,1.45
04-12-2015,7781.9,21.04,1.46
07-12-2015,7765.4,20.99,1.47
08-12-2015,7701.7,20.82,1.48
09-12-2015,7612.5,20.58,1.5
10-12-2015,7683.3,20.77,1.48
11-12-2015,7610.45,20.57,1.52
14-12-2015,7650.05,20.69,1.51
15-12-2015,7700.9,20.82,1.5
16-12-2015,7750.9,20.96,1.49
17-12-2015,7844.35,21.21,1.47
18-12-2015,7761.95,20.99,1.49
21-12-2015,7834.45,21.19,1.48
22-12-2015,7786.1,21.06,1.49
23-12-2015,7865.95,21.27,1.47
24-12-2015,7861.05,21.26,1.47
28-12-2015,7925.15,21.43,1.46
29-12-2015,7928.95,21.44,1.46
30-12-2015,7896.25,21.35,1.46
31-12-2015,7946.35,21.49,1.46
01-01-2016,7963.2,21.53,1.45
04-01-2016,7791.3,21.07,1.48
05-01-2016,7784.65,21.05,1.49
06-01-2016,7741,20.93,1.49
07-01-2016,7568.3,20.47,1.53
08-01-2016,7601.35,20.56,1.52
11-01-2016,7563.85,20.46,1.53
12-01-2016,7510.3,20.31,1.54
13-01-2016,7562.4,20.45,1.53
14-01-2016,7536.8,20.38,1.53
15-01-2016,7437.8,20.12,1.55
18-01-2016,7351,19.86,1.57
19-01-2016,7435.1,20.08,1.56
20-01-2016,7309.3,19.74,1.58
21-01-2016,7276.8,19.65,1.59
22-01-2016,7422.45,20.01,1.56
25-01-2016,7436.15,20.04,1.56
27-01-2016,7437.75,20.05,1.55
28-01-2016,7424.65,19.85,1.56
29-01-2016,7563.55,20.22,1.53
01-02-2016,7555.95,20.22,1.53
02-02-2016,7455.55,19.9,1.55
03-02-2016,7361.8,19.65,1.57
04-02-2016,7404,19.76,1.56
05-02-2016,7489.1,19.99,1.54
08-02-2016,7387.25,19.69,1.57
09-02-2016,7298.2,19.46,1.58
10-02-2016,7215.7,19.27,1.6
11-02-2016,6976.35,18.65,1.66
12-02-2016,6980.95,18.67,1.66
15-02-2016,7162.95,19.32,1.61
16-02-2016,7048.25,19.01,1.64
17-02-2016,7108.45,19.18,1.63
18-02-2016,7191.75,19.44,1.61
19-02-2016,7210.75,19.5,1.6
22-02-2016,7234.55,19.56,1.6
23-02-2016,7109.55,19.23,1.63
24-02-2016,7018.7,18.98,1.65
25-02-2016,6970.6,18.85,1.66
26-02-2016,7029.75,19.01,1.65
29-02-2016,6987.05,18.9,1.66
01-03-2016,7222.3,19.53,1.6
02-03-2016,7368.85,19.93,1.57
03-03-2016,7475.6,20.22,1.55
04-03-2016,7485.35,20.24,1.55
08-03-2016,7485.3,20.2,1.55
09-03-2016,7531.8,20.33,1.54
10-03-2016,7486.15,20.2,1.55
11-03-2016,7510.2,20.27,1.54
14-03-2016,7538.75,20.35,1.54
15-03-2016,7460.6,20.14,1.55
16-03-2016,7498.75,20.24,1.55
17-03-2016,7512.55,20.28,1.54
18-03-2016,7604.35,20.52,1.52
21-03-2016,7704.25,20.79,1.5
22-03-2016,7714.9,20.82,1.5
23-03-2016,7716.5,20.83,1.5
28-03-2016,7615.1,20.55,1.52
29-03-2016,7597,20.5,1.52
30-03-2016,7735.2,20.88,1.49
31-03-2016,7738.4,20.89,1.49
01-04-2016,7713.05,21.19,1.45
04-04-2016,7758.8,21.31,1.44
05-04-2016,7603.2,20.88,1.47
06-04-2016,7614.35,20.91,1.47
07-04-2016,7546.45,20.73,1.48
08-04-2016,7555.2,20.75,1.48
11-04-2016,7671.4,21.07,1.45
12-04-2016,7708.95,21.17,1.45
13-04-2016,7850.45,21.56,1.42
18-04-2016,7914.7,21.68,1.41
20-04-2016,7914.75,21.59,1.41
21-04-2016,7912.05,21.59,1.41
22-04-2016,7899.3,21.55,1.36
25-04-2016,7855.05,21.4,1.37
26-04-2016,7962.65,21.6,1.35
27-04-2016,7979.9,21.66,1.35
28-04-2016,7847.25,21.3,1.37
29-04-2016,7849.8,21.24,1.37
02-05-2016,7805.9,21.25,1.38
03-05-2016,7747,21.08,1.39
04-05-2016,7706.55,20.88,1.39
05-05-2016,7735.5,20.96,1.39
06-05-2016,7733.45,20.91,1.39
09-05-2016,7866.05,21.24,1.37
10-05-2016,7887.8,21.3,1.36
11-05-2016,7848.85,21.19,1.37
12-05-2016,7900.4,21.33,1.36
13-05-2016,7814.9,21.1,1.38
16-05-2016,7860.75,21.54,1.37
17-05-2016,7890.75,21.62,1.36
18-05-2016,7870.15,21.57,1.37
19-05-2016,7783.4,21.33,1.38
20-05-2016,7749.7,21.19,1.39
23-05-2016,7731.05,21.13,1.39
24-05-2016,7748.85,21.16,1.39
25-05-2016,7934.9,22.07,1.36
26-05-2016,8069.65,22.39,1.33
27-05-2016,8156.65,22.66,1.32
30-05-2016,8178.5,22.69,1.31
31-05-2016,8160.1,22.6,1.32
01-06-2016,8179.95,22.65,1.31
02-06-2016,8218.95,22.76,1.31
03-06-2016,8220.8,22.77,1.31
06-06-2016,8201.05,22.71,1.31
07-06-2016,8266.45,22.69,1.3
08-06-2016,8273.05,22.71,1.3
09-06-2016,8203.6,22.52,1.31
10-06-2016,8170.05,22.43,1.28
13-06-2016,8110.6,22.26,1.29
14-06-2016,8108.85,22.26,1.29
15-06-2016,8206.6,22.53,1.27
16-06-2016,8140.75,22.35,1.28
17-06-2016,8170.2,22.43,1.28
20-06-2016,8238.5,22.62,1.27
21-06-2016,8219.9,22.56,1.27
22-06-2016,8203.7,22.52,1.27
23-06-2016,8270.45,22.7,1.26
24-06-2016,8088.6,22.2,1.28
27-06-2016,8094.7,22.22,1.28
28-06-2016,8127.85,22.31,1.28
29-06-2016,8204,22.52,1.26
30-06-2016,8287.75,22.75,1.25
01-07-2016,8328.35,22.86,1.25
04-07-2016,8370.7,22.98,1.24
05-07-2016,8335.95,22.88,1.24
07-07-2016,8337.9,22.89,1.24
08-07-2016,8323.2,22.85,1.25
11-07-2016,8467.9,23.25,1.23
12-07-2016,8521.05,23.37,1.22
13-07-2016,8519.5,23.37,1.22
14-07-2016,8565,23.49,1.21
15-07-2016,8541.4,23.43,1.21
18-07-2016,8508.7,23.34,1.22
19-07-2016,8528.55,23.39,1.22
20-07-2016,8565.85,23.49,1.21
21-07-2016,8510.1,23.34,1.22
22-07-2016,8541.2,23.43,1.21
25-07-2016,8635.65,23.69,1.23
26-07-2016,8590.65,23.56,1.28
27-07-2016,8615.8,23.63,1.27
28-07-2016,8666.3,23.69,1.26
29-07-2016,8638.5,23.62,1.27
01-08-2016,8636.55,23.61,1.27
02-08-2016,8622.9,23.58,1.27
03-08-2016,8544.85,23.36,1.28
04-08-2016,8551.1,23.38,1.28
05-08-2016,8683.15,23.74,1.26
08-08-2016,8711.35,23.82,1.26
09-08-2016,8678.25,23.73,1.26
10-08-2016,8575.3,23.44,1.28
11-08-2016,8592.15,23.49,1.26
12-08-2016,8672.15,23.71,1.24
16-08-2016,8642.55,23.63,1.25
17-08-2016,8624.05,23.58,1.25
18-08-2016,8673.25,23.71,1.24
19-08-2016,8666.9,23.7,1.25
22-08-2016,8629.15,23.59,1.25
23-08-2016,8632.6,23.73,1.25
24-08-2016,8650.3,23.78,1.25
25-08-2016,8592.2,23.62,1.26
26-08-2016,8572.55,23.5,1.25
29-08-2016,8607.45,23.6,1.24
30-08-2016,8744.35,23.97,1.22
31-08-2016,8786.2,24.09,1.22
01-09-2016,8774.65,24.06,1.22
02-09-2016,8809.65,24.15,1.22
06-09-2016,8943,24.52,1.2
07-09-2016,8917.95,24.45,1.2
08-09-2016,8952.5,24.54,1.2
09-09-2016,8866.7,24.31,1.21
12-09-2016,8715.6,23.89,1.23
14-09-2016,8726.6,23.92,1.23
15-09-2016,8742.55,23.97,1.23
16-09-2016,8779.85,24.07,1.26
19-09-2016,8808.4,24.15,1.25
20-09-2016,8775.9,24.06,1.26
21-09-2016,8777.15,24.11,1.26
22-09-2016,8867.45,24.34,1.25
23-09-2016,8831.55,24.24,1.25
26-09-2016,8723.05,23.94,1.27
27-09-2016,8706.4,23.9,1.27
28-09-2016,8745.15,23.97,1.27
29-09-2016,8591.25,23.51,1.29
30-09-2016,8611.15,23.4,1.29
03-10-2016,8738.1,23.8,1.27
04-10-2016,8769.15,23.95,1.26
05-10-2016,8743.95,23.43,1.27
06-10-2016,8709.55,23.52,1.27
07-10-2016,8697.6,23.49,1.27
10-10-2016,8708.8,23.34,1.27
13-10-2016,8573.35,23.16,1.29
14-10-2016,8583.4,22.98,1.29
17-10-2016,8520.4,23,1.3
18-10-2016,8677.9,23.22,1.28
19-10-2016,8659.1,23.35,1.28
20-10-2016,8699.4,23.46,1.27
21-10-2016,8693.05,23.23,1.27
24-10-2016,8708.95,23.27,1.27
25-10-2016,8691.3,23.23,1.27
26-10-2016,8615.25,23.3,1.28
27-10-2016,8615.25,23.28,1.28
28-10-2016,8638,23.34,1.28
30-10-2016,8625.7,23.31,1.28
01-11-2016,8626.25,23.31,1.28
02-11-2016,8514,23.01,1.3
03-11-2016,8484.95,22.93,1.3
04-11-2016,8433.75,22.73,1.31
07-11-2016,8497.05,22.67,1.3
08-11-2016,8543.55,22.57,1.3
09-11-2016,8432,22.48,1.31
10-11-2016,8525.75,22.7,1.3
11-11-2016,8296.3,22.02,1.33
15-11-2016,8108.45,21.37,1.36
16-11-2016,8111.6,21.62,1.36
17-11-2016,8079.95,21.49,1.37
18-11-2016,8074.1,21.41,1.37
21-11-2016,7929.1,21.19,1.4
22-11-2016,8002.3,21.38,1.38
23-11-2016,8033.3,21.47,1.38
24-11-2016,7965.5,21.29,1.39
25-11-2016,8114.3,21.52,1.36
28-11-2016,8126.9,21.55,1.36
29-11-2016,8142.15,21.43,1.36
30-11-2016,8224.5,21.61,1.34
01-12-2016,8192.9,21.53,1.35
02-12-2016,8086.8,21.25,1.37
05-12-2016,8128.75,21.34,1.36
06-12-2016,8143.15,21.56,1.36
07-12-2016,8102.05,21.28,1.36
08-12-2016,8246.85,21.83,1.34
09-12-2016,8261.75,21.87,1.34
12-12-2016,8170.8,21.45,1.35
13-12-2016,8221.8,21.59,1.34
14-12-2016,8182.45,21.48,1.35
15-12-2016,8153.6,21.41,1.35
16-12-2016,8139.45,21.37,1.36
19-12-2016,8104.35,21.3,1.36
20-12-2016,8082.4,21.24,1.37
21-12-2016,8061.3,21.16,1.37
22-12-2016,7979.1,21.18,1.38
23-12-2016,7985.75,21.39,1.38
26-12-2016,7908.25,21.36,1.4
27-12-2016,8032.85,21.7,1.37
28-12-2016,8034.85,21.71,1.37
29-12-2016,8103.6,21.89,1.36
30-12-2016,8185.8,21.93,1.35
02-01-2017,8179.5,22.08,1.35
03-01-2017,8192.25,22.12,1.35
04-01-2017,8190.5,21.94,1.35
05-01-2017,8273.8,22.17,1.33
06-01-2017,8243.8,22.09,1.34
09-01-2017,8236.05,22.07,1.34
10-01-2017,8288.6,22.39,1.33
11-01-2017,8380.65,22.42,1.32
12-01-2017,8407.2,22.5,1.31
13-01-2017,8400.35,22.47,1.31
16-01-2017,8412.8,22.5,1.31
17-01-2017,8398,22.4,1.32
18-01-2017,8417,22.39,1.31
19-01-2017,8435.1,22.44,1.31
20-01-2017,8349.35,22.37,1.32
23-01-2017,8391.5,22.48,1.32
24-01-2017,8475.8,22.64,1.3
25-01-2017,8602.75,22.98,1.28
27-01-2017,8641.25,23,1.28
30-01-2017,8632.75,22.98,1.28
31-01-2017,8561.3,22.86,1.29
01-02-2017,8716.4,23.27,1.27
02-02-2017,8734.25,23.38,1.26
03-02-2017,8740.95,23.29,1.26
06-02-2017,8801.05,23.43,1.25
07-02-2017,8768.3,23.31,1.26
08-02-2017,8769.05,23.28,1.26
09-02-2017,8778.4,23.31,1.26
10-02-2017,8793.55,23.34,1.26
13-02-2017,8805.05,23.15,1.25
14-02-2017,8792.3,23.05,1.26
15-02-2017,8724.7,22.84,1.27
16-02-2017,8778,23.08,1.26
17-02-2017,8821.7,23.1,1.25
20-02-2017,8879.2,23.19,1.24
21-02-2017,8907.85,23.27,1.24
22-02-2017,8926.9,23.32,1.24
23-02-2017,8939.5,23.36,1.24
27-02-2017,8896.7,23.21,1.25
28-02-2017,8879.6,23.13,1.25
01-03-2017,8945.8,23.3,1.24
02-03-2017,8899.75,23.11,1.25
03-03-2017,8897.55,23.1,1.25
06-03-2017,8963.45,23.27,1.24
07-03-2017,8946.9,23.23,1.24
08-03-2017,8924.3,23.17,1.24
09-03-2017,8927,23.18,1.24
10-03-2017,8934.55,23.2,1.24
14-03-2017,9087,23.59,1.22
15-03-2017,9084.8,23.59,1.22
16-03-2017,9153.7,23.77,1.21
17-03-2017,9160.05,23.78,1.21
20-03-2017,9126.85,23.7,1.22
21-03-2017,9121.5,23.68,1.22
22-03-2017,9030.45,23.45,1.23
23-03-2017,9086.3,23.59,1.22
24-03-2017,9108,23.65,1.22
27-03-2017,9045.2,23.49,1.23
28-03-2017,9100.8,23.63,1.22
29-03-2017,9143.8,23.74,1.21
30-03-2017,9173.75,23.82,1.21
31-03-2017,9173.75,23.26,1.25
03-04-2017,9237.85,23.42,1.25
05-04-2017,9265.15,23.49,1.24
06-04-2017,9261.95,23.48,1.24
07-04-2017,9198.3,23.32,1.25
10-04-2017,9181.45,23.28,1.25
11-04-2017,9237,23.42,1.25
12-04-2017,9203.45,23.33,1.25
13-04-2017,9150.8,23.2,1.26
17-04-2017,9139.3,23.17,1.26
18-04-2017,9105.15,23.08,1.26
19-04-2017,9103.5,23.08,1.26
20-04-2017,9136.4,23.16,1.26
21-04-2017,9119.4,23.12,1.26
24-04-2017,9217.95,23.41,1.25
25-04-2017,9306.6,23.64,1.23
26-04-2017,9351.85,23.75,1.23
27-04-2017,9342.15,23.73,1.23
28-04-2017,9304.05,23.63,1.23
02-05-2017,9313.8,23.66,1.23
03-05-2017,9311.95,23.65,1.23
04-05-2017,9359.9,23.77,1.23
05-05-2017,9285.3,23.59,1.24
08-05-2017,9314.05,23.66,1.23
09-05-2017,9316.85,23.67,1.23
10-05-2017,9407.3,23.89,1.22
11-05-2017,9422.4,23.93,1.22
12-05-2017,9400.9,23.88,1.22
15-05-2017,9445.4,23.99,1.22
16-05-2017,9512.25,24.16,1.21
17-05-2017,9525.75,25.23,1.2
18-05-2017,9429.45,24.91,1.22
19-05-2017,9427.9,24.91,1.22
22-05-2017,9438.25,24.94,1.22
23-05-2017,9386.15,24.8,1.22
24-05-2017,9360.55,24.73,1.23
25-05-2017,9509.75,24.88,1.21
26-05-2017,9595.1,24.32,1.19
29-05-2017,9604.9,24.31,1.19
30-05-2017,9624.55,24.36,1.19
31-05-2017,9621.25,24.35,1.19
01-06-2017,9616.1,24.34,1.19
02-06-2017,9653.5,24.43,1.18
05-06-2017,9675.1,24.45,1.18
06-06-2017,9637.15,24.35,1.19
07-06-2017,9663.9,24.48,1.18
08-06-2017,9647.25,24.43,1.18
09-06-2017,9668.25,24.38,1.18
12-06-2017,9616.4,24.25,1.19
13-06-2017,9606.9,24.27,1.19
14-06-2017,9618.15,24.29,1.19
15-06-2017,9578.05,24.19,1.19
16-06-2017,9588.05,24,1.11
19-06-2017,9657.55,24.37,1.1
20-06-2017,9653.5,24.36,1.1
21-06-2017,9633.6,24.31,1.11
22-06-2017,9630,24.49,1.11
23-06-2017,9574.95,24.37,1.11
27-06-2017,9511.4,24.21,1.12
