IndexName,Date,Price,P/E,P/B,Dividend Yield,Changes,Normalized Price,Standardized Price,Moving Average,,,,,,,
NIFTY 50,15-06-2010,5222.35,21.87,3.72,0.94,0.47%,0.136543203,-0.696271709,5123.66,,,,,,,
NIFTY 50,16-06-2010,5233.35,21.92,3.72,0.94,0.21%,0.136995626,-0.694375857,5170.27,,,,,,,
NIFTY 50,17-06-2010,5274.85,22.09,3.75,0.93,0.79%,0.138702493,-0.687223323,5209.52,,,,,,,
NIFTY 50,18-06-2010,5262.6,22.04,3.75,0.94,-0.23%,0.138198659,-0.689334613,5238.17,,,,,,,
NIFTY 50,21-06-2010,5353.3,22.42,3.81,0.92,1.72%,0.141929089,-0.67370245,5269.29,,,,,,,
NIFTY 50,22-06-2010,5316.55,22.27,3.78,0.93,-0.69%,0.140417586,-0.68003632,5288.13,,,,,,,
NIFTY 50,23-06-2010,5323.15,22.29,3.79,0.92,0.12%,0.14068904,-0.678898808,5306.09,,,,,,,
NIFTY 50,24-06-2010,5320.6,22.28,3.79,0.92,-0.05%,0.14058416,-0.679338301,5315.24,,,,,,,
NIFTY 50,25-06-2010,5269.05,22.07,3.75,0.93,-0.97%,0.138463943,-0.688222954,5316.53,,,,,,,
NIFTY 50,28-06-2010,5333.5,22.34,3.8,0.92,1.22%,0.141114728,-0.677114984,5312.57,,,,,,,
NIFTY 50,29-06-2010,5256.15,22.01,3.74,0.94,-1.45%,0.137933375,-0.690446272,5300.49,,,,,,,
NIFTY 50,30-06-2010,5312.5,22.25,3.78,0.93,1.07%,0.140251012,-0.680734338,5298.36,,,,,,,
NIFTY 50,01-07-2010,5251.4,21.99,3.74,0.94,-1.15%,0.13773801,-0.691264936,5284.52,,,,,,,
NIFTY 50,02-07-2010,5237.1,21.93,3.73,0.94,-0.27%,0.137149861,-0.693729544,5278.13,,,,,,,
NIFTY 50,05-07-2010,5235.9,21.93,3.73,0.94,-0.02%,0.137100506,-0.693936364,5258.61,,,,,,,
NIFTY 50,06-07-2010,5289.05,22.15,3.76,0.93,1.02%,0.13928653,-0.68477595,5265.19,,,,,,,
NIFTY 50,07-07-2010,5241.1,21.95,3.73,0.94,-0.91%,0.137314378,-0.693040143,5250.91,,,,,,,
NIFTY 50,08-07-2010,5296.85,22.18,3.77,0.93,1.06%,0.139607338,-0.683431619,5260,,,,,,,
NIFTY 50,09-07-2010,5352.45,22.42,3.81,0.92,1.05%,0.141894129,-0.673848948,5283.07,,,,,,,
NIFTY 50,12-07-2010,5383,22.56,3.83,0.91,0.57%,0.14315063,-0.668583649,5312.49,,,,,,,
NIFTY 50,13-07-2010,5400.65,22.63,3.85,0.91,0.33%,0.143876563,-0.665541668,5334.81,,,,,,,
NIFTY 50,14-07-2010,5386.15,22.57,3.84,0.91,-0.27%,0.143280187,-0.668040746,5363.82,,,,,,,
NIFTY 50,15-07-2010,5378.75,22.54,3.83,0.91,-0.14%,0.14297583,-0.669316137,5380.2,,,,,,,
NIFTY 50,16-07-2010,5393.9,22.61,3.84,0.91,0.28%,0.14359894,-0.666705032,5388.49,,,,,,,
NIFTY 50,19-07-2010,5386.45,22.61,3.84,0.91,-0.14%,0.143292526,-0.667989041,5389.18,,,,,,,
NIFTY 50,20-07-2010,5368,22.53,3.83,0.91,-0.34%,0.14253369,-0.671168902,5382.65,,,,,,,
NIFTY 50,21-07-2010,5399.35,22.66,3.85,0.91,0.58%,0.143823095,-0.665765723,5385.29,,,,,,,
NIFTY 50,22-07-2010,5441.95,22.75,3.88,0.9,0.79%,0.145575204,-0.658423604,5397.93,,,,,,,
NIFTY 50,23-07-2010,5449.1,22.78,3.89,0.9,0.13%,0.145869279,-0.6571913,5408.97,,,,,,,
NIFTY 50,26-07-2010,5418.6,22.53,3.87,0.91,-0.56%,0.144614834,-0.662447982,5415.4,,,,,,,
NIFTY 50,27-07-2010,5430.6,22.58,3.87,0.9,0.22%,0.145108386,-0.660379779,5427.92,,,,,,,
NIFTY 50,28-07-2010,5397.55,22.44,3.85,0.91,-0.61%,0.143749062,-0.666075953,5427.56,,,,,,,
NIFTY 50,29-07-2010,5408.9,22.49,3.81,1.01,0.21%,0.14421588,-0.664119779,5420.95,,,,,,,
NIFTY 50,30-07-2010,5367.6,22.31,3.78,1.02,-0.76%,0.142517238,-0.671237842,5404.65,,,,,,,
NIFTY 50,02-08-2010,5431.65,22.91,3.83,1.01,1.19%,0.145151572,-0.660198811,5407.26,,,,,,,
NIFTY 50,03-08-2010,5439.55,22.95,3.68,1.04,0.15%,0.145476494,-0.658837245,5409.05,,,,,,,
NIFTY 50,04-08-2010,5467.85,23.07,3.7,1.03,0.52%,0.146640454,-0.653959734,5423.11,,,,,,,
NIFTY 50,05-08-2010,5447.1,22.98,3.69,1.04,-0.38%,0.14578702,-0.657536001,5430.75,,,,,,,
NIFTY 50,06-08-2010,5439.25,22.95,3.56,1.11,-0.14%,0.145464155,-0.65888895,5445.08,,,,,Nifty 50,5500,24-08-2010
NIFTY 50,09-08-2010,5486.15,23,3.59,1.1,0.86%,0.14739312,-0.650805725,5455.98,,,,,Nifty 50 present,"23,165.70",01-04-2025
NIFTY 50,10-08-2010,5460.7,22.89,3.58,1.11,-0.46%,0.146346379,-0.655192038,5460.21,,,,,,,5334
NIFTY 50,11-08-2010,5420.6,22.72,3.55,1.12,-0.73%,0.144697093,-0.662103281,5450.76,,,,,Returns,10.34%,14.61369863
NIFTY 50,12-08-2010,5416.45,22.71,3.55,1.12,-0.08%,0.144526406,-0.662818534,5444.63,,,,,,,
NIFTY 50,13-08-2010,5452.1,22.86,3.57,1.11,0.66%,0.145992667,-0.65667425,5447.2,,,,,,"17,665.70",
NIFTY 50,16-08-2010,5418.3,22.76,3.55,1.12,-0.62%,0.144602495,-0.662499687,5433.63,,,,,,76.26%,
NIFTY 50,17-08-2010,5414.15,22.75,3.55,1.12,-0.08%,0.144431809,-0.66321494,5424.32,,,,,,,
NIFTY 50,18-08-2010,5479.15,23.02,3.59,1.1,1.20%,0.147105215,-0.652012177,5436.03,,,,,,,
NIFTY 50,19-08-2010,5540.2,23.28,3.63,1.09,1.11%,0.149616161,-0.641490197,5460.78,,,,,,,
NIFTY 50,20-08-2010,5530.65,23.24,3.62,1.09,-0.17%,0.149223375,-0.643136141,5476.49,,,,,Loan Amount,1000000,
NIFTY 50,23-08-2010,5543.5,23.29,3.63,1.09,0.23%,0.149751887,-0.640921441,5501.53,,,,,Tenure,20,240
NIFTY 50,24-08-2010,5505.1,23.13,3.61,1.1,-0.69%,0.148172521,-0.647539689,5519.72,,,,,Rate,`,#VALUE!
NIFTY 50,25-08-2010,5462.35,22.98,3.58,1.11,-0.78%,0.146414242,-0.65490766,5516.36,,,,,,,
NIFTY 50,26-08-2010,5477.9,23.05,3.59,1.11,0.28%,0.147053803,-0.652227614,5503.9,,,,,EMI,#VALUE!,
NIFTY 50,27-08-2010,5408.7,22.76,3.54,1.12,-1.26%,0.144207654,-0.664154249,5479.51,,,,,,,
NIFTY 50,30-08-2010,5415.45,22.78,3.55,1.12,0.12%,0.144485277,-0.662990885,5453.9,,,,,1613612.916,613612.9163,
NIFTY 50,31-08-2010,5402.4,22.73,3.54,1.12,-0.24%,0.143948539,-0.665240055,5433.36,,,,,,#VALUE!,#VALUE!
NIFTY 50,01-09-2010,5471.85,23.02,3.58,1.11,1.29%,0.146804971,-0.653270333,5435.26,,,,,,,
NIFTY 50,02-09-2010,5486.15,23.08,3.59,1.1,0.26%,0.14739312,-0.650805725,5436.91,,,,,Loan ,1000000,#VALUE!
NIFTY 50,03-09-2010,5479.4,23.05,3.59,1.1,-0.12%,0.147115497,-0.651969089,5451.05,,,,,Loan + Int,#VALUE!,
NIFTY 50,06-09-2010,5576.95,23.46,3.65,1.09,1.78%,0.151127663,-0.635156327,5483.35,,,,,Int,#VALUE!,#VALUE!
NIFTY 50,07-09-2010,5604,23.58,3.67,1.08,0.49%,0.152240212,-0.630494254,5523.67,,,,,,,
NIFTY 50,08-09-2010,5607.85,23.59,3.67,1.08,0.07%,0.15239856,-0.629830705,5550.87,,,,,,,
NIFTY 50,09-09-2010,5640.05,23.73,3.69,1.07,0.57%,0.153722924,-0.624281029,5581.65,,,,,,,
NIFTY 50,13-09-2010,5760,24.32,3.78,1.05,2.13%,0.158656387,-0.603607622,5637.77,,,,,,,
NIFTY 50,14-09-2010,5795.55,24.47,3.81,1.04,0.62%,0.160118535,-0.597480572,5681.49,,,,,,,
NIFTY 50,15-09-2010,5860.95,24.74,3.85,1.03,1.13%,0.162808393,-0.586208869,5732.88,,,,,,,
NIFTY 50,16-09-2010,5828.7,24.61,3.83,1.04,-0.55%,0.161481972,-0.591767163,5777.05,,,,,,,
NIFTY 50,17-09-2010,5884.95,24.84,3.87,1.03,0.97%,0.163795497,-0.582072464,5826.03,,,,,,,
NIFTY 50,20-09-2010,5980.45,25.25,3.93,1.01,1.62%,0.167723348,-0.56561302,5870.12,,,,,Nifty 23250,128,600
NIFTY 50,21-09-2010,6009.05,25.37,3.87,1.02,0.48%,0.168899646,-0.560683804,5912.82,,,,,,,
NIFTY 50,22-09-2010,5991,25.29,3.86,1.02,-0.30%,0.168157262,-0.563794725,5938.83,,,,,40,5120,
NIFTY 50,23-09-2010,5959.55,25.16,3.84,1.03,-0.52%,0.166863745,-0.569215139,5965,,,,,40,24000,18880
NIFTY 50,24-09-2010,6018.3,25.41,3.88,1.02,0.99%,0.169280093,-0.559089564,5991.67,,,,,,,368.75%
NIFTY 50,27-09-2010,6035.65,25.48,3.89,1.01,0.29%,0.169993687,-0.556099288,6002.71,,,,,,,
NIFTY 50,28-09-2010,6029.5,25.45,3.82,1.03,-0.10%,0.169740741,-0.557159242,6006.8,,,,,,,
NIFTY 50,29-09-2010,5991.3,25.29,3.79,1.03,-0.63%,0.168169601,-0.56374302,6006.86,,,,,,,
NIFTY 50,30-09-2010,6029.95,25.46,3.82,1.03,0.65%,0.169759249,-0.557081685,6020.94,,,,,,,
NIFTY 50,01-10-2010,6143.4,25.54,3.93,1.02,1.88%,0.174425372,-0.537528554,6045.96,,,,,,,
NIFTY 50,04-10-2010,6159.45,25.61,3.88,1.02,0.26%,0.175085498,-0.534762333,6070.72,,,,,,,
NIFTY 50,05-10-2010,6145.8,25.55,3.87,1.02,-0.22%,0.174524082,-0.537114913,6093.98,,,,,,,
NIFTY 50,06-10-2010,6186.45,25.72,3.89,1.01,0.66%,0.176195989,-0.530108878,6133.01,,,,,,,
NIFTY 50,07-10-2010,6120.3,25.44,3.85,1.02,-1.07%,0.173475284,-0.541509844,6151.08,,,,,,,
NIFTY 50,08-10-2010,6103.45,25.37,3.84,1.03,-0.28%,0.172782255,-0.544413945,6143.09,,,,,,,
NIFTY 50,11-10-2010,6135.85,25.51,3.86,1.02,0.53%,0.174114845,-0.538829798,6138.37,,,,,,,
NIFTY 50,12-10-2010,6090.9,25.32,3.83,1.03,-0.73%,0.172266082,-0.54657694,6127.39,,,,,,,
NIFTY 50,13-10-2010,6233.9,25.91,3.92,1.01,2.35%,0.178147576,-0.52193086,6136.88,,,,,,,
NIFTY 50,14-10-2010,6177.35,25.68,3.89,1.02,-0.91%,0.175821713,-0.531677264,6148.29,,,,,,,
NIFTY 50,15-10-2010,6062.65,25.2,3.81,1.03,-1.86%,0.171104179,-0.551445833,6140.13,,,,,,,
NIFTY 50,18-10-2010,6075.95,25.07,3.82,1.03,0.22%,0.171651199,-0.549153575,6128.15,,,,,,,
NIFTY 50,19-10-2010,6027.3,24.87,3.79,1.04,-0.80%,0.169650257,-0.557538413,6115.43,,,,,,,
NIFTY 50,20-10-2010,5982.1,24.69,3.76,1.05,-0.75%,0.167791211,-0.565328642,6065.07,,,,,,,
NIFTY 50,21-10-2010,6101.5,25.18,3.84,1.03,2.00%,0.172702053,-0.544750027,6049.9,,,,,,,
NIFTY 50,22-10-2010,6066.05,25.03,3.82,1.03,-0.58%,0.171244018,-0.550859842,6050.58,,,,,,,
NIFTY 50,25-10-2010,6105.8,25.2,3.84,1.03,0.66%,0.172878909,-0.544008922,6056.55,,,,,,,
NIFTY 50,26-10-2010,6082,24.98,3.82,1.03,-0.39%,0.171900031,-0.548110856,6067.49,,,,,,,
NIFTY 50,27-10-2010,6012.65,24.69,3.78,1.04,-1.14%,0.169047712,-0.560063343,6073.6,,,,,,,
NIFTY 50,28-10-2010,5987.7,24.59,3.76,1.04,-0.41%,0.168021535,-0.564363481,6050.84,,,,,,,
NIFTY 50,29-10-2010,6017.7,24.71,3.78,1.04,0.50%,0.169255415,-0.559192975,6041.17,,,,,,,
NIFTY 50,01-11-2010,6117.55,25.12,3.85,1.02,1.66%,0.173362179,-0.541983807,6043.52,,,,,,,
NIFTY 50,02-11-2010,6119,25.13,3.85,1.02,0.02%,0.173421816,-0.541733899,6050.92,,,,,,,
NIFTY 50,03-11-2010,6160.5,25.3,3.87,1.01,0.68%,0.175128683,-0.534581365,6080.49,,,,,,,
NIFTY 50,04-11-2010,6281.8,25.47,3.95,0.99,1.97%,0.180117671,-0.513675286,6139.31,,,,,,,
NIFTY 50,05-11-2010,6312.45,25.59,3.97,0.99,0.49%,0.181378285,-0.508392752,6198.26,,,,,,,
NIFTY 50,08-11-2010,6273.2,25.43,3.94,1,-0.62%,0.179763959,-0.515157497,6229.39,,,,,,,
NIFTY 50,09-11-2010,6301.55,25.55,3.96,0.99,0.45%,0.180929975,-0.510271369,6265.9,,,,,,,
NIFTY 50,10-11-2010,6275.7,25.44,3.94,1,-0.41%,0.179866782,-0.514726622,6288.94,,,,,,,
NIFTY 50,11-11-2010,6194.25,25.11,3.89,1.01,-1.30%,0.176516798,-0.528764546,6271.43,,,,,,,
NIFTY 50,12-11-2010,6071.65,24.62,3.82,1.03,-1.98%,0.171474342,-0.549894681,6223.27,,,,,,,
NIFTY 50,15-11-2010,6121.6,24.39,3.86,1.02,0.82%,0.173528752,-0.541285788,6192.95,,,,,,,
NIFTY 50,16-11-2010,5988.7,23.86,3.77,1.04,-2.17%,0.168062665,-0.56419113,6130.38,,,,,,,
NIFTY 50,18-11-2010,5998.8,23.9,3.78,1.04,0.17%,0.168478071,-0.562450393,6075,,,,,,,
NIFTY 50,19-11-2010,5890.3,23.47,3.71,1.06,-1.81%,0.164015539,-0.58115039,6014.21,,,,,,,
NIFTY 50,22-11-2010,6010,23.98,3.79,1.04,2.03%,0.168938719,-0.560520071,6001.88,,,,,,,
NIFTY 50,23-11-2010,5934.75,23.69,3.74,1.05,-1.25%,0.165843737,-0.573489424,5964.51,,,,,,,
NIFTY 50,24-11-2010,5865.75,23.41,3.7,1.06,-1.16%,0.163005814,-0.585381588,5939.92,,,,,,,
NIFTY 50,25-11-2010,5799.75,23.15,3.66,1.08,-1.13%,0.160291278,-0.596756701,5900.11,,,,,,,
NIFTY 50,26-11-2010,5751.95,22.96,3.63,1.08,-0.82%,0.158325296,-0.604995041,5872.44,,,,,,,
NIFTY 50,29-11-2010,5830,23.26,3.67,1.07,1.36%,0.16153544,-0.591543108,5836.44,,,,,,,
NIFTY 50,30-11-2010,5862.7,23.39,3.69,1.06,0.56%,0.162880369,-0.585907256,5822.03,,,,,,,
NIFTY 50,01-12-2010,5960.9,23.78,3.76,1.05,1.67%,0.166919269,-0.568982466,5841.06,,,,,,,
NIFTY 50,02-12-2010,6011.7,23.96,3.78,1.04,0.85%,0.169008639,-0.560227076,5883.45,,,,,,,
NIFTY 50,03-12-2010,5992.8,23.89,3.77,1.04,-0.31%,0.168231295,-0.563484495,5931.62,,,,,,,
NIFTY 50,06-12-2010,5992.25,23.88,3.77,1.04,-0.01%,0.168208674,-0.563579287,5964.07,,,,,,,
NIFTY 50,07-12-2010,5976.55,23.82,3.76,1.04,-0.26%,0.167562943,-0.566285185,5986.84,,,,,,,
NIFTY 50,08-12-2010,5903.7,23.53,3.72,1.06,-1.22%,0.164566672,-0.578840898,5975.4,,,,,,,
NIFTY 50,09-12-2010,5766.5,22.98,3.63,1.08,-2.32%,0.158923728,-0.602487346,5926.36,,,,,,,
NIFTY 50,10-12-2010,5857.35,23.35,3.69,1.07,1.58%,0.162660327,-0.58682933,5899.27,,,,,,,
NIFTY 50,13-12-2010,5907.65,23.58,3.72,1.06,0.86%,0.164729133,-0.578160114,5882.35,,,,,,,
NIFTY 50,14-12-2010,5944.1,23.72,3.75,1.05,0.62%,0.166228297,-0.571877949,5875.86,,,,,,,
NIFTY 50,15-12-2010,5892.3,23.51,3.71,1.06,-0.87%,0.164097797,-0.58080569,5873.58,,,,,,,
NIFTY 50,16-12-2010,5948.75,23.74,3.75,1.05,0.96%,0.166419548,-0.571076521,5910.03,,,,,,,
NIFTY 50,20-12-2010,5947.05,23.73,3.75,1.05,-0.03%,0.166349628,-0.571369516,5927.97,,,,,,,
NIFTY 50,21-12-2010,6000.65,23.95,3.78,1.04,0.90%,0.16855416,-0.562131545,5946.57,,,,,,,
NIFTY 50,22-12-2010,5984.4,23.88,3.77,1.04,-0.27%,0.167885809,-0.564932236,5954.63,,,,,,,
NIFTY 50,23-12-2010,5980,23.86,3.77,1.04,-0.07%,0.167704839,-0.565690577,5972.17,,,,,,,
NIFTY 50,24-12-2010,6011.6,23.99,3.79,1.04,0.53%,0.169004526,-0.560244311,5984.74,,,,,,,
NIFTY 50,27-12-2010,5998.1,23.94,3.78,1.04,-0.22%,0.16844928,-0.562571038,5994.95,,,,,,,
NIFTY 50,28-12-2010,5996,23.93,3.78,1.04,-0.04%,0.168362909,-0.562932974,5994.02,,,,,,,
NIFTY 50,29-12-2010,6060.35,24.19,3.82,1.03,1.07%,0.171009581,-0.551842238,6009.21,,,,,,,
NIFTY 50,30-12-2010,6101.85,24.35,3.85,1.02,0.68%,0.172716448,-0.544689705,6033.58,,,,,,,
NIFTY 50,31-12-2010,6134.5,24.48,3.87,1.02,0.54%,0.174059321,-0.539062471,6058.16,,,,,,,
NIFTY 50,03-01-2011,6157.6,24.57,3.88,1.01,0.38%,0.175009408,-0.535081181,6090.06,,,,,,,
NIFTY 50,04-01-2011,6146.35,24.53,3.87,1.01,-0.18%,0.174546703,-0.537020121,6120.13,,,,,,,
NIFTY 50,05-01-2011,6079.8,24.26,3.83,1.03,-1.08%,0.171809547,-0.548490027,6124.02,,,,,,,
NIFTY 50,06-01-2011,6048.25,24.14,3.81,1.03,-0.52%,0.170511916,-0.553927676,6113.3,,,,,,,
NIFTY 50,07-01-2011,5904.6,23.56,3.72,1.06,-2.38%,0.164603688,-0.578685783,6067.32,,,,,,,
NIFTY 50,10-01-2011,5762.85,23.01,3.63,1.08,-2.40%,0.158773606,-0.603116424,5988.37,,,,,,,
NIFTY 50,11-01-2011,5754.1,22.98,3.63,1.08,-0.15%,0.158413724,-0.604624488,5909.92,,,,,,,
NIFTY 50,12-01-2011,5863.25,23.41,3.7,1.06,1.90%,0.16290299,-0.585812463,5866.61,,,,,,,
NIFTY 50,13-01-2011,5751.9,22.92,3.63,1.08,-1.90%,0.15832324,-0.605003659,5807.34,,,,,,,
NIFTY 50,14-01-2011,5654.55,22.5,3.57,1.1,-1.69%,0.154319299,-0.621781951,5757.33,,,,,,,
NIFTY 50,17-01-2011,5654.75,22.5,3.57,1.1,0.00%,0.154327525,-0.621747481,5735.71,,,,,,,
NIFTY 50,18-01-2011,5724.05,22.66,3.61,1.09,1.23%,0.157177788,-0.609803612,5729.7,,,,,,,
NIFTY 50,19-01-2011,5691.05,22.51,3.59,1.09,-0.58%,0.15582052,-0.615491169,5695.26,,,,,,,
NIFTY 50,20-01-2011,5711.6,22.59,3.6,1.09,0.36%,0.156665728,-0.611949372,5687.2,,,,,,,
NIFTY 50,21-01-2011,5696.5,22.41,3.59,1.09,-0.26%,0.156044675,-0.61455186,5695.59,,,,,,,
NIFTY 50,24-01-2011,5743.25,22.26,3.62,1.08,0.82%,0.157967471,-0.606494488,5713.29,,,,,,,
NIFTY 50,25-01-2011,5687.4,21.96,3.59,1.1,-0.97%,0.155670398,-0.616120247,5705.96,,,,,,,
NIFTY 50,27-01-2011,5604.3,21.64,3.53,1.11,-1.46%,0.152252551,-0.630442549,5688.61,,,,,,,
NIFTY 50,28-01-2011,5512.15,21.23,3.48,1.13,-1.64%,0.148462483,-0.64632462,5648.72,,,,,,,
NIFTY 50,31-01-2011,5505.9,21.06,3.47,1.13,-0.11%,0.148205425,-0.647401809,5610.6,,,,,,,
NIFTY 50,01-02-2011,5417.2,20.7,3.42,1.15,-1.61%,0.144557253,-0.662689272,5545.39,,,,,,,
NIFTY 50,02-02-2011,5432,20.8,3.43,1.15,0.27%,0.145165967,-0.660138489,5494.31,,,,,,,
NIFTY 50,03-02-2011,5526.75,21.16,3.49,1.13,1.74%,0.149062971,-0.643808307,5478.8,,,,,,,
NIFTY 50,04-02-2011,5395.75,20.67,3.4,1.15,-2.37%,0.143675029,-0.666386184,5455.52,,,,,,,
NIFTY 50,07-02-2011,5396,20.69,3.41,1.15,0.00%,0.143685311,-0.666343096,5433.54,,,,,,,
NIFTY 50,08-02-2011,5312.55,20.35,3.35,1.17,-1.55%,0.140253069,-0.680725721,5412.61,,,,,,,
NIFTY 50,09-02-2011,5253.55,20.12,3.32,1.19,-1.11%,0.137826438,-0.690894383,5376.92,,,,,,,
NIFTY 50,10-02-2011,5225.8,20.01,3.3,1.19,-0.53%,0.136685099,-0.695677101,5316.73,,,,,,,
NIFTY 50,11-02-2011,5310,20.34,3.35,1.17,1.61%,0.140148189,-0.681165214,5299.58,,,,,,,
NIFTY 50,14-02-2011,5456,20.86,3.45,1.14,2.75%,0.146153071,-0.656002084,5311.58,,,,,,,
NIFTY 50,15-02-2011,5481,20.96,3.47,1.13,0.46%,0.147181304,-0.651693329,5345.27,,,,,,,
NIFTY 50,16-02-2011,5481.7,20.95,3.47,1.13,0.01%,0.147210095,-0.651572684,5390.9,,,,,,,
NIFTY 50,17-02-2011,5546.45,21.19,3.51,1.12,1.18%,0.149873219,-0.640413008,5455.03,,,,,,,
NIFTY 50,18-02-2011,5458.95,20.86,3.46,1.14,-1.58%,0.146274403,-0.655493651,5484.82,,,,,,,
NIFTY 50,21-02-2011,5518.6,21.09,3.49,1.13,1.09%,0.148727767,-0.645212961,5497.34,,,,,,,
NIFTY 50,22-02-2011,5469.2,20.9,3.46,1.14,-0.90%,0.146695978,-0.653727061,5494.98,,,,,,,
NIFTY 50,23-02-2011,5437.35,20.82,3.44,1.14,-0.58%,0.145386009,-0.659216415,5486.11,,,,,,,
NIFTY 50,24-02-2011,5262.7,20.15,3.33,1.18,-3.21%,0.138202772,-0.689317378,5429.36,,,,,,,
NIFTY 50,25-02-2011,5303.55,20.31,3.36,1.17,0.78%,0.139882905,-0.682276872,5398.28,,,,,,,
NIFTY 50,28-02-2011,5333.25,20.42,3.38,1.17,0.56%,0.141104446,-0.677158071,5361.21,,,,,,,
NIFTY 50,01-03-2011,5522.3,21.14,3.5,1.13,3.54%,0.148879946,-0.644575265,5371.83,,,,,,,
NIFTY 50,03-03-2011,5536.2,21.2,3.51,1.12,0.25%,0.149451643,-0.642179598,5391.6,,,,,,,
NIFTY 50,04-03-2011,5538.75,21.21,3.51,1.12,0.05%,0.149556523,-0.641740105,5446.81,,,,,,,
NIFTY 50,07-03-2011,5463.15,20.92,3.46,1.14,-1.36%,0.146447146,-0.65476978,5478.73,,,,,,,
NIFTY 50,08-03-2011,5520.8,21.14,3.5,1.13,1.06%,0.148818252,-0.644833791,5516.24,,,,,,,
NIFTY 50,09-03-2011,5531,21.18,3.5,1.12,0.18%,0.149237771,-0.643075819,5517.98,,,,,,,
NIFTY 50,10-03-2011,5494.4,21.04,3.48,1.13,-0.66%,0.147732437,-0.649383836,5509.62,,,,,,,
NIFTY 50,11-03-2011,5445.45,20.85,3.45,1.14,-0.89%,0.145719157,-0.657820379,5490.96,,,,,,,
NIFTY 50,14-03-2011,5531.5,21.18,3.5,1.12,1.58%,0.149258335,-0.642989644,5504.63,,,,,,,
NIFTY 50,15-03-2011,5449.65,20.87,3.45,1.14,-1.48%,0.1458919,-0.657096508,5490.4,,,,,,,
NIFTY 50,16-03-2011,5511.15,21.1,3.49,1.13,1.13%,0.148421354,-0.64649697,5486.43,,,,,,,
NIFTY 50,17-03-2011,5446.65,20.86,3.45,1.14,-1.17%,0.145768512,-0.657613558,5476.88,,,,,,,
NIFTY 50,18-03-2011,5373.7,20.58,3.4,1.16,-1.34%,0.142768127,-0.670186506,5462.53,,,,,,,
NIFTY 50,21-03-2011,5364.75,20.54,3.4,1.16,-0.17%,0.14240002,-0.67172904,5429.18,,,,,,,
NIFTY 50,22-03-2011,5413.85,20.73,3.43,1.15,0.92%,0.14441947,-0.663266645,5422.02,,,,,,,
NIFTY 50,23-03-2011,5480.25,20.99,3.47,1.13,1.23%,0.147150457,-0.651822591,5415.84,,,,,,,
NIFTY 50,24-03-2011,5522.4,21.15,3.5,1.13,0.77%,0.148884058,-0.64455803,5430.99,,,,,,,
NIFTY 50,25-03-2011,5654.25,21.46,3.59,1.1,2.39%,0.154306961,-0.621833656,5487.1,,,,,,,
NIFTY 50,28-03-2011,5687.25,21.59,3.61,1.1,0.58%,0.155664228,-0.616146099,5551.6,,,,,,,
NIFTY 50,29-03-2011,5736.35,21.77,3.64,1.09,0.86%,0.157683678,-0.607683704,5616.1,,,,,,,
NIFTY 50,30-03-2011,5787.65,21.97,3.67,1.08,0.89%,0.159793613,-0.598842139,5677.58,,,,,,,
NIFTY 50,31-03-2011,5833.75,22.14,3.7,1.07,0.80%,0.161689675,-0.590896794,5739.85,,,,,,,
NIFTY 50,01-04-2011,5826.05,22.11,3.7,1.07,-0.13%,0.161372979,-0.592223891,5774.21,,,,,,,
NIFTY 50,04-04-2011,5908.45,22.43,3.75,1.06,1.41%,0.164762036,-0.578022234,5818.45,,,,,,,
NIFTY 50,05-04-2011,5910.05,22.43,3.75,1.06,0.03%,0.164827843,-0.577746474,5853.19,,,,,,,
NIFTY 50,06-04-2011,5891.75,22.36,3.74,1.06,-0.31%,0.164075176,-0.580900483,5874.01,,,,,,,
NIFTY 50,07-04-2011,5885.7,22.34,3.73,1.06,-0.10%,0.163826344,-0.581943201,5884.4,,,,,,,
NIFTY 50,08-04-2011,5842,22.18,3.71,1.07,-0.74%,0.162028992,-0.589474905,5887.59,,,,,,,
NIFTY 50,11-04-2011,5785.7,21.96,3.67,1.08,-0.96%,0.159713411,-0.599178222,5863.04,,,,,,,
NIFTY 50,13-04-2011,5911.5,22.43,3.75,1.06,2.17%,0.16488748,-0.577496566,5863.33,,,,,,,
NIFTY 50,15-04-2011,5824.55,22.02,3.69,1.07,-1.47%,0.161311285,-0.592482416,5849.89,,,,,,,
NIFTY 50,18-04-2011,5729.1,21.66,3.63,1.09,-1.64%,0.157385491,-0.608933243,5818.57,,,,,,,
NIFTY 50,19-04-2011,5740.75,21.65,3.64,1.09,0.20%,0.157864647,-0.606925363,5798.32,,,,,,,
NIFTY 50,20-04-2011,5851.65,22.06,3.71,1.07,1.93%,0.16242589,-0.587811726,5811.51,,,,,,,
NIFTY 50,21-04-2011,5884.7,22.18,3.73,1.06,0.56%,0.163785214,-0.582115552,5806.15,,,,,,,
NIFTY 50,25-04-2011,5874.5,21.94,3.73,1.06,-0.17%,0.163365695,-0.583873524,5816.14,,,,,,,
NIFTY 50,26-04-2011,5868.4,21.91,3.72,1.06,-0.10%,0.163114806,-0.58492486,5844,,,,,,,
NIFTY 50,27-04-2011,5833.9,21.79,3.7,1.07,-0.59%,0.161695844,-0.590870942,5862.63,,,,,,,
NIFTY 50,28-04-2011,5785.45,21.61,3.67,1.08,-0.83%,0.159703129,-0.599221309,5849.39,,,,,,,
NIFTY 50,29-04-2011,5749.5,21.36,3.65,1.09,-0.62%,0.158224529,-0.605417299,5822.35,,,,,,,
